id,categoria,numero,enunciado
1,primera_vuelta,101,"Agregar los campos resetPasswordToken y resetPasswordExpires al modelo de usuario en Sequelize, crear un endpoint en Express para solicitar el restablecimiento (generando un token aleatorio expirable) y adaptar el formulario de Login/Recuperación en React para gestionar la solicitud y cambio de clave utilizando bcrypt para actualizar el hash."
2,primera_vuelta,102,"Agregar el campo profilePictureUrl en la base de datos (Sequelize), implementar un endpoint en Express que reciba y valide la URL o procese la subida de la imagen, e incluir en el componente React del Perfil un selector/vista previa de imagen que actualice el estado global del usuario autenticado."
3,primera_vuelta,103,"Agregar las columnas failedAttempts y lockUntil en el modelo User, adaptar la lógica del controlador de login en Express para incrementar los intentos tras fallar la verificación con bcrypt y bloquear temporalmente la cuenta, mostrando en React los avisos de bloqueo o intentos restantes según la respuesta de la API."
4,primera_vuelta,104,"Añadir la columna tokenVersion al modelo User, incluir esta versión dentro del payload del JWT al autenticar en Express, crear un middleware que verifique la versión en cada petición protegida y agregar en el frontend (React) un botón 'Cerrar sesión en todos lados' que incremente dicha versión en la base de datos."
5,primera_vuelta,105,"Agregar los campos twoFactorCode y twoFactorExpires en Sequelize, modificar el flujo de autenticación en Express para que el primer login no devuelva el JWT sino un token temporal de verificación, y construir una pantalla intermedia en React que pida el código de 6 dígitos antes de entregar el JWT definitivo."
6,primera_vuelta,106,"Habilitar paranoid: true o agregar la columna isDeleted en Sequelize, adaptar los controladores de Express y el middleware de JWT para impedir que usuarios deshabilitados inicien sesión, y agregar una opción en la configuración de cuenta en React para que el usuario confirme la desactivación de su perfil."
7,primera_vuelta,107,"Agregar el campo role ('admin', 'editor', 'user') en el modelo de usuarios, actualizar la carga del JWT para incluir el rol, implementar un middleware de Express que restrinja endpoints según el rol y condicionar la visibilidad de componentes y rutas en React mediante un Contexto de Autenticación."
8,primera_vuelta,108,"Agregar el campo booleano isActive al modelo User, implementar un endpoint administrativo en Express para cambiar dicho estado, verificar en la ruta de Login que isActive === true antes de comparar con bcrypt, y renderizar una tabla de gestión de usuarios en el panel de React con switches de activación."
9,primera_vuelta,109,"Crear un modelo Permission relacionado de muchos a muchos (BelongsToMany) con User, crear un middleware en Express que consulte los permisos del usuario desde la DB al validar el JWT, y estructurar en React un Hook personalizado (usePermission) para ocultar/habilitar botones de acción en la interfaz."
10,primera_vuelta,110,"Crear el modelo Comment relacionado con User y Post en Sequelize (con campo status: 'pending', 'approved'), crear rutas CRUD en Express protegidas por JWT, y actualizar la vista del Post en React para mostrar comentarios aprobados a todos y los pendientes únicamente al autor o moderador."
11,primera_vuelta,111,"Crear la tabla intermedia UserLikesPost en Sequelize, exponer endpoints POST y DELETE en Express que registren la interacción asegurando que el usuario esté autenticado mediante JWT, y actualizar el componente en React para pintar dinámicamente el botón de 'Like' e incrementar el contador en tiempo real."
12,primera_vuelta,112,"Crear los modelos Cart y CartItem asociados al User, diseñar endpoints en Express que sincronicen el contenido del carrito mediante peticiones autenticadas, y construir en React la interfaz del carrito que lea el estado desde la API en lugar del localStorage."
13,primera_vuelta,113,"Crear el modelo AuditLog en Sequelize (userId, action, ip), crear un middleware en Express que registre automáticamente peticiones de modificación (POST, PUT, DELETE) de usuarios autenticados, y armar una vista en React visible solo para administradores que rinda este historial con filtros."
